OBJECTID,Zip_Code,GlobalID,Shape__Area,Shape__Length
1,77340,40b7e61f-1ee2-4ab3-8462-c14513bf663c,6006447273.03125,492651.610080846
2,77026,c5513919-dc19-4cb1-9b7c-113ee75f12d6,182445884.566406,70590.6203173221
3,77043,85030dd9-1121-413e-9d2f-f1fa89647a93,394252238.554688,89696.4515272404
4,77378,a4d0e38b-804e-4082-bf70-fa5831afddff,2498211618.65625,376423.678102914
5,77469,e14dd275-2bc4-41d5-852e-9300dc513423,3139692416.34766,516976.57572483
6,77565,354fd5c5-41de-42c0-bb69-ea8474fad026,126616199.785156,76661.5088091634
7,77831,de7aa2d3-ac03-4422-bc52-b015f864a1ee,6390196785.50391,557302.30718445
8,77412,0903e904-6059-45e9-b5da-1bc470662d11,22994940.171875,30814.1621637424
9,77503,a1225a77-f07e-419c-9137-6c0c825be814,177703534.550781,69698.175783726
10,77204,e5ef3bf0-580b-4e30-81b4-c58497fef4e9,14099540.1171875,20184.1844172044
11,77541,02de5dfb-920e-4377-b9b4-19ac3adeb2c1,4668027120.75391,734962.43342391
12,77535,657275c0-0363-4349-be33-85f7e3107193,8701682841.90625,680070.228203424
13,77342,a420ac0a-104a-4019-908a-b5936686cbd1,7379913.64453125,13670.5298646522
14,77547,37a5c6f2-71fc-4e5a-a223-b50807ca0ad3,112088661.597656,52599.9520759707
15,77341,442d31c8-3d94-4347-8873-62a1331c6a45,428074.98828125,2710.06133111505
16,77465,cbbdf6a9-348a-4cef-ad54-26d24dacc3b8,9651056800.77734,921630.002825914
17,77480,a96e65cf-e24f-4046-8965-eb858a685061,3538922945.28516,517372.62936218
18,77488,190aac24-4a5b-4e88-b226-31663bfe9fc6,6337950598.57422,776288.967216294
19,77551,3dfe7752-3628-4aa6-abbd-7cb82c8a14d8,139338555.757813,73488.3485871207
20,77583,a6cf4a3f-8078-45bd-b540-57113ecf165f,4943096841.43359,515704.044401519
21,77835,f0d4ac2c-191e-4421-b5c8-2b3e0d930706,3284261468.08203,448422.376943011
22,77868,4cc3b816-e8af-43cc-a06f-1e6325e2c41f,7850459448.05078,712402.42354101
23,78943,85448cd1-f749-4a0d-b53b-e323e5b95022,19814411.7460938,23397.3790921272
24,78934,90d6669f-6d6e-4627-9029-e6fc5325ce9a,6260524613.26953,646246.103296154
25,77071,23141f12-8fa0-4150-b1da-ce6177078fd0,126274469.839844,62155.9395674632
26,77010,e11d4b37-0e0a-4705-99fa-ec6307240f70,3418874.79296875,8573.06732946348
27,77021,d9f98475-c32f-425e-9c36-bc926c0551a5,170050343.660156,64452.06305407
28,77030,e18e6211-d188-411a-9a05-823b158e9c59,73497079.515625,49831.1301203357
29,77042,170a735c-3322-423d-8b5c-8174469d5dc9,173013178.308594,70395.0929986775
30,77062,9576cba4-2637-40e3-bde5-2ae2b5e3363f,162300162.339844,63410.5085670841
31,77086,97f21a0f-7055-4fe4-bfd7-9b3c0d64b533,190753793.597656,72115.7202741165
32,77316,fe10a4b8-afd3-442d-92f1-981e9dd89927,3617514632.15234,397069.963658515
33,77328,9b66a4d7-e518-4505-bf96-213f8b1e4af5,5059178510.37109,452857.938692267
34,77346,12fe7697-c27e-4105-986f-9125b2052901,571111171.105469,121540.159975685
35,77354,7fed93cc-d628-47d1-8939-ca1e723cbf4e,2086376975.25,388988.013069592
36,77368,5fa202d4-7911-4e02-b55f-0831e9acc024,3075605.27734375,8649.00452435312
37,77414,3611b996-06ee-4080-b2c2-2eef55938601,15979448217.8359,1296013.84622103
38,77422,38645109-cc17-45c3-afef-9a71f57225ac,5076969885.45313,501314.514223805
39,77423,61656cc3-8a46-43f6-bf46-27a043d20e15,4197451476.95703,469795.721703556
40,77426,aaea7434-d50d-4ebb-b689-8cec13072952,2568004410.23047,379599.080438019
41,77430,b146ecdd-0609-4b30-a328-0d4eecd14ac3,3487560204.96484,429825.32536191
42,77435,0ae4453e-a64b-492b-a833-55f61c5a7b99,4988567490.75391,526490.325019879
43,77440,39f1ccbe-049c-4328-9a17-2045699d8682,107658091.988281,59253.7791650544
44,77445,b98dc7c0-d4ae-43cc-889f-ed1f2670215a,5254919330.98438,614256.974007271
45,77458,61a92759-fe40-4647-afa6-22f4e9aeb3e6,615280742.457031,123443.83895567
46,77460,45fe2301-4cc9-4c73-9a6a-d32364a7cf36,19418911.5859375,18116.3044936286
47,77833,89b3b2bb-aa1a-48a0-ac93-c29db1972f6a,8910206936.32813,771782.53290348
48,77367,07118aec-5052-4a7c-9f4f-005a5257080b,27063506.7890625,27790.9339143575
49,75862,7bf9563b-d78e-457a-8689-a762c0025b64,7328829550.46875,638451.095197599
50,77580,6ff45c2c-ec51-4756-9a1b-b09194f7c317,42303493.1328125,42408.789763864
51,77665,dbc54a8f-e8dd-452f-8fe3-fb86a17a4ec6,4827448641.02734,686829.171246111
52,77484,ba20c66b-26f8-44af-81fc-75858b0ed99e,4225763071.79688,580797.37701324
53,77561,ab2530bf-45db-468c-abc3-68f083cd0b1a,10368102.65625,16410.4309107766
54,77575,1faca246-a1b7-4b6e-a9b6-4088c4d432c2,6867159108.21094,764175.846991612
55,75852,c2725311-af85-4e1e-9d50-64067dd586ae,4219474680.30859,503495.983281289
56,77555,423c332f-9311-4b24-b7e5-1d1076d039ee,680082.51171875,3386.83572611567
57,77511,784f4f11-ac33-43ff-a1df-722cbc9c2b34,4238092731.62109,529709.287150348
58,77523,16a34ebd-92c4-436e-a487-ed3550d632df,2652627746.9375,375350.057263048
59,78950,9da13a16-7b16-4b67-8b4f-5eb289f61fb8,3230446309.19141,492008.32750743
60,77085,59c0d355-b499-4406-ad4b-0cb2f5c573be,153163783.789063,56831.2188052552
61,78933,f3de74cd-0bdb-4f14-84b1-e825588ae1dd,3688729478.70313,613895.705709423
62,77327,173840ca-f4ca-4e1b-97f7-dcbdd114740c,9644396214.38672,700411.658705065
63,77437,81596b4d-7186-4733-9341-558c55681a6e,9889159629,871175.615857305
64,77453,60e35008-7049-4d58-b6ed-3eaa65e2904b,98129728.9648438,41799.4984660164
65,77461,a0a58a8f-b84a-49e3-9ffa-e533249a585f,4281866229.87109,638470.653846397
66,77514,1c71be70-a939-4489-8d2b-d390b4988e8c,5180724713.20313,502309.181593113
67,77554,13d768d0-37b5-4016-80a2-e501a1fcae38,1053111038.74219,450986.182986722
68,78940,a2470bd7-a814-4c9e-bc7d-b880f39d1fec,3766190116.57422,516648.655117134
69,77418,a8b7473a-5b23-49e8-a1e2-752ecc2bf8b7,5263541335.82031,521451.095999976
70,77443,e4f17a4d-96cd-4f66-8abf-0c47660888b4,61419718.1601563,43141.7076669303
71,77454,179aca1c-a801-4b36-bfaa-c9f693cd78a7,174947928.398438,66823.739130285
72,77036,13201048-54d1-4b3a-b189-6a24e0615ce1,203850029.023438,77927.3009055426
73,77079,7458aa6c-249f-4a74-8229-c196d2a474ab,217548842.265625,90545.4248522489
74,77012,c6cbaf25-8855-483c-8642-a99ea66feda9,118452846.578125,59876.4545616234
75,77363,79212f71-0f71-49db-9d40-b4f4bf8b66d2,1652540261.375,287656.102280602
76,77534,4e01f493-f2ed-4d64-bf7c-7ac53b5c0929,1227278185.76563,262441.715481495
77,77446,7f3ddf8f-c20a-4061-8d00-e204b26ab4c8,73814513.90625,57425.5747551245
78,77467,8ddf58d6-8a8f-46dc-bd4e-f0bda45cdb89,53252919.40625,58456.2036334412
79,77055,db79d3d8-1b23-4668-8462-88d4fb7cd778,233217940.085938,102313.179626057
80,77074,874ba008-fa54-4f98-a28d-a737898ed4b7,154182934.84375,100880.505430711
81,77419,32e58190-9a96-4722-ad06-6c19c8210d9a,1496548780.27734,244795.64722014
82,77385,683e5fc5-569b-4b11-8c14-9e0a6c12342b,617302076.917969,130221.46483816
83,77064,2b268863-fd79-463b-9688-9f16cd76d4ef,413488385.335938,124450.696371392
84,77474,0c6a1ffd-4f81-421c-86d0-4bab17769a60,5872544003.68359,532470.957741861
85,77041,82113724-f2fc-4009-8594-283fe61ccbc2,531853097.308594,136454.910061607
86,77482,9fae864a-f384-437e-aad7-bc4ff47b1dcb,1235428206.58984,260019.118387219
87,77502,2a7b83ae-ac2e-45f9-b7e4-a5c8e0be71c1,152820486.683594,67997.7740219088
88,77459,2ca71fb0-eb12-49d8-bc15-58ae21643af3,918012028.15625,204653.023732666
89,77377,980fba2f-86e3-43b0-8846-6b1e27e79002,991105425.644531,251165.393271187
90,77546,734ad948-34b0-4d9a-9100-511ccffddb21,762514109.742188,158039.707579566
91,77587,a8a4ee87-9242-4bfd-9c55-a92ecd46665d,85602703.6679688,42077.4871707637
92,77468,1de67c8b-4eb2-4558-b5d7-96c9ce352496,116818310.433594,74471.4126827533
93,77033,161385c8-d0a8-4f44-a492-13eebf3d4829,159170636.25,58951.6708137032
94,77029,2adf77e4-1f67-4c9b-9384-10e7552893ae,303402350.234375,127046.27077819
95,77566,559c2afa-a2e5-49fb-b107-54e8547a1433,779238975.40625,194175.259726123
96,77401,d00926b3-ec09-479c-9941-66421116ed4a,101939006.453125,54787.9282613334
97,77035,046e160f-d597-476d-9342-ee01d36fbecd,157483533.84375,72910.0070084308
98,77004,8ee0b8f6-afb6-4298-81cb-c26380c85019,147227575.058594,85004.9956670545
99,77498,e31d731a-bc6b-4d52-a7ed-1e9d2e6bb4ec,466858068.441406,106235.023803244
100,77441,a316f961-2482-4697-95cd-96e401d7c8cc,726095409.003906,181739.196578637
101,77582,2267b29b-fc68-4017-979f-4c695c88570a,501134528.820313,121793.320724293
102,77481,cf5e0eec-ed8b-465c-a311-6c86d9c6a34a,336750447.777344,87756.7277351897
103,77521,fd070e4a-fae0-4f86-bb7b-8a6677c9ebff,1399064440.38281,198791.737614483
104,77020,8fb720ef-f425-4462-bde0-ba2c40ea5708,225883224.1875,101961.600463676
105,77450,179f356b-23f3-439b-9048-8ba632841046,557929884.0625,136976.695915425
106,77089,edaeecc6-e59e-46f3-85f3-eb5ceb24de69,364552666.269531,129827.946003997
107,77431,a4c07bf7-f613-4925-9fee-7d60455942f8,364010780.882813,110920.35693038
108,77473,0cae4dc1-ae0a-4a5d-8e61-042a0b924436,2735505.66796875,6969.07457393736
109,77077,e24210e9-f1da-4df1-ba72-b335318ed9d9,471113279.570313,122617.802427443
110,77545,190555df-3536-4b2d-982a-c3bd74c5c691,413338732.273438,127994.894539539
111,77447,7dfcd252-b8aa-4242-8281-52ad52376ed4,2930734676.625,357880.397605133
112,77375,5e6fa456-0cf2-4319-a8a1-6c4c9278a408,989169776.785156,210495.295351728
113,77094,792f0dd7-6968-41f8-bff8-68efc3caf036,96430519.0703125,80899.6491885262
114,77063,815fd664-1eba-4577-aff2-a2c5efe8ccf9,124755108.109375,74182.4436940094
115,77560,e99ad76e-e0ce-45df-95af-2c7537d903f8,770294385.46875,128513.520963884
116,77464,a3050f4d-4d07-4776-bd18-4da9765eea83,439514362.589844,144169.656668306
117,77345,cecd2d90-7cf1-4bd0-9682-94856094b801,293149076.621094,89701.0805304461
118,77088,77ba6e5a-bc14-4cd3-ab98-f70a793fbf72,311373153.054688,84566.8972334208
119,78938,ee86c480-9411-469f-a868-0a724ada390e,216795562.464844,82341.2747314242
120,77436,5dab8f61-e582-40ae-9f20-56eac829eec8,653653888.214844,191520.954362256
121,77006,b5f9e529-f765-4c20-bb7a-7618c829b575,63882049.2929688,41927.4800426706
122,77357,49021ccc-6f8f-482e-9901-849579266513,1877832622.49219,305645.36693529
123,77306,6e91c836-8c79-4fa2-8cee-d46373f676b1,1146461214.78516,213516.934273261
124,77025,5b006085-5018-4404-ba52-204ce8f5d9b4,125015214.753906,68362.4519360745
125,77060,d513f7f6-20a1-4b17-8752-51dbf0b39eee,227191317.230469,93964.9397011244
126,77037,6cea7141-6d46-4b07-be4b-a6794d310d56,171626528.644531,87942.6241822554
127,77073,997cb475-26ed-457f-ab61-d0c1a56ffcab,407130861.316406,138789.860052084
128,77049,da50c4fc-f810-4ebe-9435-6e9bff8f3e59,701345674.378906,194256.858648642
129,77014,0da29bbd-1674-4113-b8ae-e61f99a26b36,200480484.320313,85142.2686594752
130,77018,643dd60a-6fba-4bcd-9264-b0ebceae1cc0,188734452.492188,70218.0059711847
131,77506,42c09def-539f-4a79-9e60-2a7a436787f9,346259208.777344,96882.202009429
132,77054,7335a498-5b38-45e7-8949-2f18c7eedebf,149900619.222656,57168.1987913275
133,77069,ecc56fd5-3a69-43a1-b786-999bdf543011,131857087.304688,71345.5128391388
134,77358,5320364d-3d77-4b9d-a02b-61909a961e15,3199866141.17969,437524.625171767
135,77476,f2c438f4-f988-461e-bdaa-bf331e05ade0,299861182.847656,139314.436925286
136,77477,78c93627-6b13-4050-ba84-838099ce05c6,285398903.941406,123890.010016518
137,77478,ebbc8e01-56c5-4115-a265-9178b2321c8d,299192063.90625,102511.637862842
138,77479,f197394b-3090-4018-80cd-3c3c29823f5e,955404033.886719,204519.594753897
139,77483,aac0fd57-a54a-4302-984b-5a355de6a050,1045482000.98828,210277.005329253
140,77485,bfde8287-5eb3-4a27-ad19-b7cc7955e79f,2206216133.77344,335220.512302106
141,77489,1fe933ca-3218-489e-a529-4fab307a7e12,320020915.929688,108843.115705995
142,77493,5dfafff6-0e5d-4241-8045-d455c3008be3,1736903136.51953,212578.77645148
143,77494,6a9f15cf-77bd-4b2c-87b6-8d3eedbaa572,1062432596.81641,163111.458609983
144,77504,da55593e-ea38-4baa-9dd0-44c96de3d1cb,157053450.863281,60710.5458493597
145,77507,15a50db1-a13b-417f-969c-695c06d5cbcc,472926525.820313,128762.826705422
146,77510,47ca6b1d-2cec-4825-afc5-02913cc38f5d,854202776.5625,204957.307841976
147,77517,c81529b2-6cb1-4fd1-855b-893c3632341e,736534176.195313,181100.320833812
148,77518,f6d1adb0-2c3c-4339-8c99-85b175a52885,90538915.1015625,52224.8328373628
149,77520,f6ce067b-3d40-44f8-b17d-653e40a153c6,809712405.621094,190115.842153838
150,77532,29c47f1e-2fb7-4b03-9ec6-1a8426c8e4e7,2427124921.53125,252438.22903448
151,77533,7b31222b-8e2a-4d57-a1c8-adebf11432e9,710295064.46875,131863.943774692
152,77536,dae2cb1c-5b36-49cd-83a5-2c406ab05d84,274832181.644531,85827.7801329342
153,77470,652dfb85-6623-4c35-8d65-50a2a02946eb,805048574.84375,210882.048792255
154,77661,f29f4d40-41a0-49bb-be6e-9154beff26bd,55167650.4453125,32444.882378099
155,77568,9b66814a-1a85-40d5-a9c6-51896e6f5e2c,425961054.800781,180199.558020618
156,77573,6099e3cb-e1de-4891-b7ee-b7c54bd35ff2,859097716.886719,192155.740470807
157,77578,ca4b4d24-8c88-41fc-a7de-233cbbec57a8,1071871116.94141,183264.106422118
158,77581,c1975138-611f-4140-8bdb-8dc051fcbc33,686810549.386719,183248.994239931
159,77586,2decd03f-2e5d-402e-b2e6-e72c74e5804f,389458314.410156,140118.920582694
160,77590,d7916805-f66b-4009-8eb1-dda5ebedbfd9,722872117.203125,200134.677124092
161,77597,f624aa18-1fb4-451e-9614-03c60ba8cb89,686964377.542969,155046.353095085
162,77598,ee785b39-d769-4675-b464-1b3ece992eeb,345481402.707031,139134.649994877
163,77617,89bf8743-1e4d-475c-9b23-f6bf2b81bbea,150740930.828125,103286.370973848
164,77623,6a1565c9-c8a0-446c-8724-0828d52f1da4,425337021.097656,115921.653216425
165,77017,2343f967-6fc5-4fa8-9d52-1aa35a283119,278702784.484375,100227.976722634
166,77577,a298cdb8-12e8-4909-95ee-2fc472380193,778462894.382813,209809.473926025
167,77562,eff221bd-d8a9-4550-b892-7a3587322577,469639057.859375,140628.08825963
168,77563,d25209aa-4d96-4f8b-88d8-04f0f673f406,1397491852.01953,245849.054687813
169,77564,81e9cc9f-927c-4bd3-89e2-5fa58760d8a0,1671735105.50781,292421.468210326
170,77650,1bb14630-bc2a-4b57-bc8d-8140f64b1d96,647455575.804688,190600.135932926
171,77873,312ae1ad-0ec8-42b1-8ee3-b89aabb588d2,2529919845.59375,387107.392123737
172,77530,56e36a57-fc0e-4897-970a-a7f38fb911d2,485904881.324219,121326.6232936
173,78935,18d642a2-3fa7-4458-89ed-c842f31d7dd3,1801381931.67969,328048.888158332
174,77444,d190e8d5-d729-442f-a154-d50c44e987f7,1102288621.94531,234332.540870174
175,77448,2bf1459f-91e7-4eab-98d6-a7736d295ceb,188914282.425781,62865.2985179513
176,77065,adc803f3-d2bf-449a-8020-72b64b402546,229448315.292969,87232.2864212543
177,77471,6efaba07-2e3a-40b6-a49c-2e98cc20a695,2800832529.46094,409796.396239593
178,77384,8022158a-4787-465c-9965-f6243b72f7e4,518818302.742188,124859.733715837
179,78931,f5b80669-6499-4399-ac2a-6469df316729,382527355.132813,103001.446237186
180,77466,489fa09d-f215-447c-a16e-cb0cddaeb072,256087409.757813,87287.4388240775
181,77002,9015bbbb-4fa3-444a-917b-adf80f1d2363,56174564.8164063,73045.9962937173
182,77005,790a82a6-acd8-49a6-8391-fb3588a1b40c,106489702.230469,57244.2916053638
183,77007,bb161420-3fdd-48f2-80d0-5f6bcbe25702,211916587.234375,85676.6186591221
184,77009,3e5ad959-4338-4bb9-9b15-f267291f1286,172980929.722656,62559.4631810047
185,77048,5320e782-3840-44ee-8703-078990ecb028,324238279.128906,88026.265193922
186,77539,45c6f1db-9bae-46bd-b9bd-72c80d6995bf,1436851412.11328,274784.549496204
187,77046,e06f8e3b-24f7-4511-a4c2-62506ed07d35,3127855.71484375,11455.652180195
188,77047,678464f8-aa27-4a24-8ccf-c93c7a21fadb,390764336.710938,90975.7724477379
189,77050,f3321a0b-b16d-448b-82a2-c844786edeb7,196395382.765625,65024.598110464
190,77051,26f6f986-02cc-4a60-a72d-d9b6ece3d24b,206299201.621094,61338.35739914
191,77053,38b45409-9b57-4db3-95f3-13e84a7d7fab,318185720.074219,96537.9997754771
192,77056,e323499a-55ee-4daa-aee5-d830e8b9c6a2,96604232.0078125,52164.3124700644
193,77057,e4d4419f-d075-4a04-a88d-573776c73d51,119460435.859375,59887.9691361432
194,77011,2fb104c9-c08f-4655-b39f-8ebf5ee0bc2c,99070899.8789063,57118.1861344087
195,77015,869f2ba3-9239-4588-9aa0-06eb51cd8111,632511353.429688,181906.237596956
196,77016,c9ec53bb-62a5-4db2-b9b1-e25de69e9c92,277186536.226563,81082.1786376531
197,77058,2e0ad8b9-20c1-4340-a314-7ee2adf52732,260158463.527344,88899.8014700956
198,77059,7f57928d-a499-488d-805f-afab088c32c7,259617906.664063,86709.4101310039
199,77061,afacf735-69e1-4712-a5d9-74e9a6f94ad1,209167456.207031,80939.6229212969
200,77067,c4faaec8-0d1a-4a30-8560-ef2dd15a835c,157909091.566406,67798.4938649423
201,77019,c1f071e2-1e2a-48a5-90e0-2bf139e10460,104870723.371094,71850.4507025199
202,77022,00d8cb22-261b-436d-acda-78deefffcbd6,162657530.480469,63604.4600840688
203,77023,31ca57d5-acfb-4cdd-a67d-ced6797f0618,154891512.96875,64684.2301281544
204,77070,8e15e8a5-a73a-4cb6-b625-9d74a23da6a4,366190641.75,129648.556867389
205,77024,e17ea912-a4a7-46c4-8a2c-1e4f3a905f92,362704966.515625,137692.14187168
206,77075,3cf90500-7adc-4e91-85b8-638b01172c3c,317364851.5625,105395.168411879
207,77076,f7d5249f-5fe3-4de7-8dd5-934ca94bd07b,132543722.792969,68315.2323690089
208,77080,292bb252-caaf-4024-b7e2-162dd90db03e,179776664.171875,74180.3916534947
209,77081,2d5a5c93-5574-400b-902f-dd6e0a12152c,90696723.6875,67039.3362205558
210,77027,211a5888-9491-4a9c-9305-45b039793456,74216057.703125,50708.5323044981
211,77028,36189502-2389-4207-ab94-34ef24e18b94,254122492.636719,75698.0975974406
212,77031,8fd679d5-7ecd-4bec-8a7a-1699437ecfce,88077528.0429688,51528.7500744167
213,77082,5120e905-7bfc-472d-9630-34711396e2ea,355563924.875,111932.610113147
214,77032,700d8207-48c9-4856-869b-fef60e85139c,644632433.671875,156912.017848336
215,77034,bf61fcf0-7bb3-4e59-8423-9c1cfea9c655,400831594.15625,172709.419586617
216,77084,accec720-a949-4a12-9def-b1ad022d2130,888128916.160156,159652.528959883
217,77090,a70859b8-5f9a-495b-aa11-9dd4deb22aa3,240219101.90625,95457.940058124
218,77091,17575c6b-dfde-45f1-a00a-8da13a3fc60a,199554576.226563,90358.9035517528
219,77093,9f0f4639-2989-4b9f-9008-96e64c02f393,334749365.472656,85683.7749446095
220,77039,60538173-9975-4720-8ba4-b7fca1f1ca9c,283018660.226563,96464.9443042642
221,77044,023475f9-6427-40ef-a947-1cd2a0c619b3,1299573127.97266,178359.125940114
222,78951,2109f641-6bae-4c36-90ba-939c422fa159,182336531.898438,100131.82861973
223,78962,9dae5a18-9406-484f-a1a1-2f0424d4a536,4816044365.20703,408185.140692849
224,77098,8b15f9ea-c201-4c2a-bbce-54455d7601ee,49107132.7578125,32674.8121558339
225,77099,3e1c07fa-9c71-427e-889e-bdfaf46f1f89,170665083.0625,69022.1250870258
226,77301,16de284e-04fd-47d3-bcea-e53d0aa864e0,563876129.378906,119488.085093518
227,77302,34c38a38-d643-4b51-a8d6-937de04f4c8a,1479000270.84375,221259.393926187
228,77303,bfe4422c-4d7c-4652-8f40-3804be42b696,1702061524.25781,254432.479281015
229,77304,c83e1116-ff48-4057-b310-296b407fbc41,1175650518.08594,208067.97423862
230,77318,70343ce2-f916-423e-aee6-88a48972ce55,1366878734.39453,185741.115581266
231,77320,569f1500-7e10-4bfc-bc9e-852c6bfd8f3c,10073815113.9023,950539.350833087
232,77334,46a36ea8-25c4-4121-9d1b-c5a111625692,402907405.503906,101323.695638654
233,77336,2f03cad6-65ae-4d13-94d9-c99520456836,1102576380.0625,165785.005639032
234,77339,4de55330-b6db-49f4-a0d1-54816e92a40d,474486253.914063,102409.235594744
235,77356,6d06179e-6312-400a-9e8d-ff290d845926,3984022234.51953,339123.778489745
236,77365,d87d91a7-f9a7-4515-a77b-a94f286ce324,1166827803.65234,236781.115115935
237,77455,4faaba5f-2995-4bf2-919d-39552fb0b10d,5840672397.00781,562141.245041715
238,77457,2e979f1d-ede1-435d-868e-39dc6835135c,706111515.460938,288427.203410958
239,77379,62f26ada-71c9-41e5-976f-1bffdb09e15e,727872379.222656,139439.50608762
240,77380,2fa36a52-fc35-4031-9014-2a6fec1f56a2,352876348.148438,89576.0178779451
241,77381,388afea8-8b32-480c-ae98-55d119cf6ba8,357821411.632813,97082.7260954175
242,77386,e29518dd-5eea-4389-b663-ada88ad24bdc,1150255777.03516,218959.332640246
243,77388,6bbae7b8-a075-47e7-bfa8-bbf400d6d8cc,375370076.597656,118274.60624986
244,77389,e827e138-6fc3-482e-9535-d182a8d60502,596564636.929688,141107.033091687
245,77396,2d0b1f34-93a6-4468-b2cf-b3c7f1a59b08,696749205.273438,177222.725511229
246,77406,591644a5-feb2-4c94-97cf-1d582c683d0c,1650515239.45703,240874.181238788
247,77407,8ceabf7e-2f18-4288-9d64-76548cf50400,573133366.332031,129591.850212082
248,77420,44775023-7048-4839-a369-12c07de3aa15,2510482970.87109,302307.090474239
249,77428,2c3febdf-a11a-4bec-8e5e-cc84037d72a7,726996489.621094,264881.68133659
250,77432,72bccc92-e1f6-4456-9470-87ee89fdc324,388531067.027344,168848.381980698
251,77433,7f5ad1d8-1cce-4b24-a43c-fda49d94ab7e,1666052184.07422,287157.146775906
252,77442,0e0c925b-281e-4afa-b9cd-389429594e85,5306221755.18359,459736.164353562
253,77451,266adff1-d5b5-46a0-9798-0a47d8bdd41e,192658354.953125,117773.309529549
254,77415,688e697c-9325-407b-9e50-a251bdebd9d4,144738700.328125,105415.988547684
255,77475,185244a5-22e6-4a50-b777-00d0fa4de3aa,838276488.316406,171586.446406057
256,77008,c2fb4082-cc43-4606-8335-565d6cb892f9,181261446.570313,59105.6992448115
257,77505,ec32f11d-865c-451f-92ea-00a6938a2d39,235073733.757813,87914.10717482
258,77096,8af6249d-65c0-4dfe-ab94-2b5dc3228505,168841468.285156,65507.852318778
259,77417,c9cdf691-0e08-4e2e-8259-2a282962cf31,1525638860.88281,247724.730486114
260,77362,da55cf9d-9956-47c8-bcca-b05e1d145616,299781396.917969,171664.979239248
261,77083,721748ef-40e0-4193-9a18-13ea28567dc2,289677046.628906,79406.1675585624
262,77371,1da196b4-e2bc-4239-8a21-a17fb8d13859,3345962355.51172,287055.78490282
263,77095,3842d5a7-b4a8-4a89-a1d1-0b82315bcdf7,413008915.25,109174.159717872
264,77434,e14d365a-6d60-4d0c-9080-6d874191a770,4189279356.51563,429056.446028022
265,77571,d7dda726-129e-44b9-804c-382218b94f96,1193595511.99609,237162.739285051
266,77515,3444f9a2-a383-4b96-89a6-69cc6b8e50c0,5942136279.46094,526577.891073038
267,77531,1d110555-a7ef-46d0-88a6-c35b8f36d5f2,345102368.574219,197947.063379495
268,77538,584647f4-85c8-434a-bc64-410830e659d8,3700548239.25781,330036.041580234
269,77591,32fbdba9-ec4c-45da-a53a-b5d009b9a5d3,295567081.75,99762.4700900672
270,78944,132c6952-96a1-4298-bc99-f97ff60acbbc,427089434.929688,105189.539397801
271,77038,ba723f64-0c1e-46ed-989e-4972ff186b13,272132897.132813,77600.3955627078
272,77045,1c977ffc-6c9a-49e6-afc7-bf65c497ad34,314492403.097656,103306.562783547
273,77373,a3db3d11-7f3f-4df2-84b9-528d43054107,672526413.976563,142998.319989974
274,77087,e56d6be8-0cae-48f2-808b-e5c81849055c,183517325.171875,64267.0013036912
275,77338,f2466594-8113-4ab4-bc85-ce5bbc5233b7,756284474.621094,222158.646680984
276,77355,2c29f9de-58d5-407d-ae1d-dbd58f5da3d6,1552403862.09375,263380.115250093
277,77369,e94a3069-fec8-43ea-abdb-88d0789e5883,693327033.195313,147460.211639847
278,77372,111ade27-0f8c-4bb2-8c69-84aa64a8b0fa,1442076824.40625,231381.022669411
279,77066,3dc57144-b66c-4746-8a68-734385fe548e,241733143.195313,89963.0255138523
280,77072,b2dc1ccf-a42d-4ef6-a7a2-c1293d47b340,206766249.105469,62804.9330780429
281,77429,623b6e00-7166-49b7-a954-bb169a20e63a,1064418501.01172,222548.999886717
282,77449,ded2dd26-a266-4eb5-94e1-760e06942384,757111634.054688,143176.116635509
283,77456,5ba9cbd5-2da3-4483-92b1-ebab3afd53f6,1108551411.01172,267644.871906294
284,77486,8ca28075-4d12-43a4-a24c-88040712bffd,1372158199.45703,277339.974360356
285,78954,51dc1723-c586-4d92-acab-0c253e9f5a40,2073741251.75,314464.27696347
286,77584,c7b195e5-76d7-49bf-a726-637f8ddd3f75,893576333.359375,197640.602777192
287,77092,058d8c39-7b04-4e83-a945-ffd641e9867b,226971039.359375,94689.7393322322
288,77382,04c5645c-1b84-4ed8-b4d4-adbe1d1fb312,337546406.074219,134011.364769837
289,77003,6ac585ab-2942-4473-93db-6791ecf137f5,77035887.2148438,60679.2735624065
290,77013,767f52f2-01e1-4394-864c-179ffce3663d,266144553.074219,90186.2017319827
291,77040,30344f66-2e60-4bfb-a484-6d4eda402f56,388020682.949219,121287.086031162
292,77550,f45e9d76-40b1-4118-8a31-a412e56df258,219835755.328125,93498.1912906033
293,77068,6d1b6035-6c7a-4032-8145-653e02825604,107317128.679688,62523.6562468454
294,77078,fa6d073a-a31d-490f-b253-ca28e7289faf,289347084.492188,91049.8816186815
